processing,Li_average,Hf_average,Ti_average,Pb_average,Sb_average,Bi_average,Al_average,Sn_average,Ni_average,Mn_average,Mg_average,Cr_average,Si_average,Cu_average,Zn_average,Fe_average,O_average,Ag_average,P_average,Se_average,Co_average,Be_average,Zr_average,S_average,Te_average,C_average,As_average,Other_average,Nb_average,Cd_average,B_average,thermal_conductivity_average_W
1,0,0,0,0.05,0,0,0,2,0.155,0,0,0,0,95.5,0,0.1,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2,0.155,0,0,0,0,95.5,0,0.1,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2,0.155,0,0,0,0,95.5,0,0.1,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,3.3,0.125,0,0,0,0,95.5,0,0.125,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,3.3,0.125,0,0,0,0,95.5,0,0.125,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,3.3,0.125,0,0,0,0,95.5,0,0.125,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,3.3,0.125,0,0,0,0,95.5,0,0.125,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2,0.125,0,0,0,0,95,0,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2,0.125,0,0,0,0,95,0,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2,0.125,0,0,0,0,95,0,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2,0.125,0,0,0,0,95,0,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,0.5,0,0,0,0,0,90.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,0.5,0,0,0,0,0,90.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,0.5,0,0,0,0,0,90.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,0.5,0,0,0,0,0,90.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,0.5,0,0,0,0,0,90.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,0.5,0,0,0,0,0,90.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,0.5,0,0,0,0,0,90.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,0.5,0,0,0,0,0,90.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,1,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,1,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,1,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,1,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,1,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,1,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,1,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,1,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,1.85,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,1.85,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,1.85,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,1.85,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,1.85,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,1.85,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,1.85,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,1.85,0,0,0,0,0,91,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0,0,0,0,0,87.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0,0,0,0,0,87.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0,0,0,0,0,87.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0,0,0,0,0,87.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0,0,0,0,0,87.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0,0,0,0,0,87.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0,0,0,0,0,87.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0,0,0,0,0,87.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0.125,0,0,0,0,89.5,0,0.125,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0.125,0,0,0,0,89.5,0,0.125,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0.125,0,0,0,0,89.5,0,0.125,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0.125,0,0,0,0,89.5,0,0.125,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0.125,0,0,0,0,89.5,0,0.125,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,2.2,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,2.2,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,2.2,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,2.2,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,2.2,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,2.2,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,2.2,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.09,0,0,0,2.2,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0.7,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0.7,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0.7,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0.7,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0.7,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0.7,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0.7,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0.7,0,0,0,0,0,85.5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,90,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,90,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,90,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.015,0,0,0,0.05,0,0,0,0,0,86.434981,11.5,1.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.015,0,0,0,0.05,0,0,0,0,0,86.384981,11.5,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,21,1,0,0,0,66.999984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,21,1,0,0,0,66.999984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,21,1,0,0,0,66.999984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,21,1,0,0,0,66.999984,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.01,0,0,0,5,7.5,0.1,0,0,0,78.239984,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.01,0,0,0,5,7.5,0.1,0,0,0,78.239984,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.01,0,0,0,5,7.5,0.1,0,0,0,78.239984,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.01,0,0,0,5,7.5,0.1,0,0,0,78.239984,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.01,0,0,0,5,7.5,0.1,0,0,0,78.239984,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.01,0,0,0,5,7.5,0.1,0,0,0,78.239984,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.01,0,0,0,5,7.5,0.1,0,0,0,78.239984,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.01,0,0,0,5,7.5,0.1,0,0,0,78.239984,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.01,0,0,0,5,7.5,0.1,0,0,0,78.239984,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.01,0,0,0,5,7.5,0.1,0,0,0,78.239984,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.01,0,0,0,5,7.5,0.1,0,0,0,78.239984,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.01,0,0,0,5,7.5,0.1,0,0,0,78.239984,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.01,0,0,0,5,7.5,0.1,0,0,0,78.239984,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.01,0,0,0,5,7.5,0.1,0,0,0,78.239984,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.02,0,0,0,6,9,0.175,0.15,0,0,74.604984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,6,9,0.175,0.15,0,0,74.604984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,6,9,0.175,0.15,0,0,74.604984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,6,9,0.175,0.15,0,0,74.604984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,6,9,0.175,0.15,0,0,74.604984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,6,9,0.175,0.15,0,0,74.604984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,6,9,0.175,0.15,0,0,74.604984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,6,9,0.175,0.15,0,0,74.604984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,6,9,0.175,0.15,0,0,74.604984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,6,9,0.175,0.15,0,0,74.604984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,6,9,0.175,0.15,0,0,74.604984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,6,9,0.175,0.15,0,0,74.604984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.479984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.479984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.479984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.479984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.479984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.479984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.479984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.479984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.479984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.479984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.479984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.479984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.479984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.479984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.479984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.479984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.02,0,0,0,8,15,0.3,0.15,0,0,66.479984,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,108
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,85,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,85,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,85,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,85,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,85,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,85,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,85,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,85,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.07,0,0,0,0,0,0,0,0,0,70,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.07,0,0,0,0,0,0,0,0,0,70,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.07,0,0,0,0,0,0,0,0,0,70,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.07,0,0,0,0,0,0,0,0,0,70,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.07,0,0,0,0,0,0,0,0,0,70,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.07,0,0,0,0,0,0,0,0,0,70,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.07,0,0,0,0,0,0,0,0,0,70,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.07,0,0,0,0,0,0,0,0,0,70,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0,0,0,0,0,87.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0,0,0,0,0,87.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0,0,0,0,0,87.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0,0,0,0,0,87.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0,0,0,0,0,87.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0,0,0,0,0,87.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0,0,0,0,0,87.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,1.1,0,0,0,0,0,87.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,2.25,0,0,0,0,0,88.5,0,0.05,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,3.4,0,0,0,0,0,0,73.249981,22.7,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,3.4,0,0,0,0,0,0,73.249981,22.7,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,3.4,0,0,0,0,0,0,73.249981,22.7,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,3.4,0,0,0,0,0,0,73.249981,22.7,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,3.4,0,0,0,0,0,0,73.249981,22.7,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,3.4,0,0,0,0,0,0,73.249981,22.7,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,3.4,0,0,0,0,0,0,73.249981,22.7,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,167
1,0,0,0,0.05,0,0,0,0,3.2,0.1,0.175,0,0.725,85.599984,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,3.2,0.1,0.175,0,0.725,85.599984,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,3.2,0.1,0.175,0,0.725,85.599984,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,64.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,64.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,64.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,64.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,64.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,64.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,64.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.05,0,0,0,0,18,0.5,0,0,0,64.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,12.25,0.5,0,0,0,59,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,12.25,0.5,0,0,0,59,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,12.25,0.5,0,0,0,59,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,12.25,0.5,0,0,0,59,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,12.25,0.5,0,0,0,59,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,12.25,0.5,0,0,0,59,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,12.25,0.5,0,0,0,59,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
1,0,0,0,0.09,0,0,0,0,12.25,0.5,0,0,0,59,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5
